Name,State,Enrollment
University of Phoenix-Arizona,AZ,63963.0
University of Phoenix-California,CA,1161.0
University of Phoenix-Nevada,NV,78.0
University of Phoenix-Texas,TX,126.0
CEM College-Mayaguez,PR,84.0
Minerva University,CA,604.0
University of West Los Angeles,CA,1.0
Rabbinical College Ohr Yisroel,NY,114.0
Aveda Institute-Phoenix,AZ,104.0
University of North Texas at Dallas,TX,3298.0
Dermal Science International Aesthetics and Nail Academy,VA,45.0
BridgeValley Community & Technical College,WV,1542.0
Northwest College-Medford,OR,105.0
Houston Training Schools-Gessner,TX,161.0
Empire Beauty School-Buffalo,NY,85.0
Paul Mitchell the School-Toledo,OH,206.0
Georgia Military College,GA,4469.0
SAE Institute of Technology-Chicago,IL,262.0
Beau Monde Academy of Barbering and Cosmetology,OR,122.0
Fountain of Youth Academy of Cosmetology,PA,99.0
West Coast University-Miami,FL,1123.0
All Beauty College,AZ,16.0
Aparicio-Levy Technical College,FL,171.0
The Vocational Nursing Institute Inc,TX,22.0
Hollywood Institute of Beauty Careers-West Palm Beach,FL,278.0
Hollywood Institute of Beauty Careers-Casselberry,FL,355.0
Empire Beauty School-Cheltenham,PA,142.0
High Tech High Graduate School of Education,CA,
Coachella Valley Beauty College-Hemet,CA,96.0
Coastal Pines Technical College,GA,1920.0
Studio Beauty School,WA,82.0
Latin Beauty Academy,FL,147.0
Associated Barber College of San Diego,CA,90.0
ABCO Technology,CA,253.0
Lionel University,CA,390.0
California Intercontinental University,CA,160.0
Infinity College,LA,21.0
Universal Healthcare Careers College,CA,202.0
New Beginnings Beauty Academy,AR,40.0
Dolce The Academy,CT,32.0
American College of the Building Arts,SC,121.0
River Valley School of Massage,AR,5.0
Atlantis University,FL,375.0
Westchester School for Medical & Dental Assistants,NY,84.0
Studio Incamminati,PA,41.0
Salon Boutique Academy,TX,167.0
GA Beauty & Barber School,TX,216.0
The Recording Conservatory of Austin,TX,59.0
VH Barber & Styling Academy,LA,37.0
Bet Medrash Gadol Ateret Torah,NY,96.0
Yeshiva Ohr Yisrael,NY,32.0
Yeshiva Sholom Shachna,NY,77.0
Bethlehem College & Seminary,MN,123.0
Elmezzi Graduate School of Molecular Medicine,NY,
Professional Academy of Cosmetology,PA,7.0
Theatre of Arts,CA,26.0
Westchester College of Nursing & Allied Health,CA,12.0
Treasure Coast Technical College,FL,133.0
American College of Barbering,KY,65.0
Beth Medrash Meor Yitzchok,NY,184.0
Mingo Extended Learning Center,WV,30.0
San Ignacio University,FL,92.0
ZMS The Academy,CA,118.0
Valor Christian College,OH,308.0
Bethany Global University,MN,284.0
Bella Academy of Cosmetology,WI,4.0
HVAC Technical Institute,IL,175.0
United International College,FL,45.0
San Francisco Film School,CA,105.0
Center for Ultrasound Research & Education,NY,208.0
Culinary Tech Center,NY,89.0
Randolph Technical Center,WV,17.0
AMG School of Nursing,NY,261.0
Saint Michael College of Allied Health,DC,142.0
Presidio Graduate School,CA,
Sandra Academy of Salon Services,TN,48.0
Wright Graduate University for the Realization of Human Potential,WI,
California Jazz Conservatory,CA,23.0
California Barber and Beauty College,CA,42.0
Laredo CHI Academy Beauty School,TX,53.0
Florida International Training Institute,FL,304.0
Gould's Academy,TN,158.0
Aviation Institute of Maintenance-Fremont,CA,265.0
Paul Mitchell the School-Tulsa,OK,232.0
PPG Technical College,PR,126.0
Wave Leadership College,VA,31.0
Academy of Professional Cosmetology,AR,135.0
Empire Beauty School-Northlake,GA,97.0
Ross Medical Education Center-Huntsville,AL,84.0
Ross Medical Education Center-Knoxville,TN,92.0
Ross Medical Education Center-Muncie,IN,96.0
Cortiva Institute-Arlington,TX,123.0
Tulsa Welding School-Houston,TX,1273.0
Pima Medical Institute-El Paso,TX,542.0
Pima Medical Institute-Phoenix,AZ,821.0
Kennesaw State University,GA,37743.0
Entourage Institute of Beauty and Esthetics,NE,33.0
All Beauty College,AZ,8.0
Eastern Suffolk BOCES,NY,8.0
Eastern Suffolk BOCES,NY,30.0
Milligan University,TN,770.0
Chamberlain University-Nevada,NV,543.0
Chamberlain University-Michigan,MI,549.0
Chamberlain University-New Jersey,NJ,1219.0
Hussian College-Los Angeles,CA,231.0
Paul Mitchell the School-Madison,WI,61.0
The University of Tennessee Health Science Center,TN,264.0
Unitech Training Academy-New Orleans,LA,56.0
Wade Gordon Hairdressing Academy-Lubbock,TX,77.0
Protege Academy,MI,29.0
Emory University-Oxford College,GA,1066.0
The Chicago School of Professional Psychology at Xavier University of Louisiana,LA,
Southern Regional Technical College,GA,2790.0
Texas College of Cosmetology-Lubbock,TX,119.0
Fortis College-Cuyahoga Falls,OH,561.0
Jones Technical Institute,FL,348.0
Texas State Technical College,TX,8747.0
Aveda Institute Portland-Vancouver Campus,WA,113.0
Arizona College of Nursing-Las Vegas,NV,946.0
Florida Career College-Pembroke Pines,FL,608.0
Florida Career College-West Palm Beach,FL,722.0
Florida Career College-Hialeah,FL,668.0
Florida Career College-Lauderdale Lakes,FL,814.0
Florida Career College-Tampa,FL,571.0
Florida Career College-Jacksonville,FL,575.0
Florida Career College-Boynton Beach,FL,587.0
Florida Career College-Margate,FL,619.0
Florida Career College-Orlando,FL,659.0
UEI College-Phoenix,AZ,1441.0
Florida Career College-Houston,TX,1109.0
Aveda Institute-Madison,WI,85.0
Husson University,ME,2430.0
Tricoci University of Beauty Culture-Elgin,IL,121.0
Concorde Career College-Southaven,MS,362.0
Universal Technical Institute-Southern California,CA,1341.0
Northwest University-Center for Online and Extended Education,WA,592.0
Celebrity Barber School,LA,18.0
California Institute of Advanced Management,CA,
Academy of Interactive Entertainment,LA,90.0
The Temple Annapolis-A Paul Mitchell Partner School,MD,197.0
Yeshiva Zichron Aryeh,NY,28.0
Butte County Regional Occupational Program,CA,44.0
Arclabs,SC,505.0
Top of the Line Barber College,SC,56.0
Midfield Institute of Cosmetology,AL,16.0
American Institute of Alternative Medicine,NJ,13.0
Felbry College,OH,329.0
Regional Center for Border Health,AZ,65.0
B-Unique Beauty and Barber Academy,SC,16.0
Kentucky Horseshoeing School,KY,25.0
Image Maker Beauty Institute,TN,65.0
Dalton Institute of Esthetics and Cosmetology,GA,48.0
CAAN Academy of Nursing,IL,55.0
Martinsburg College,WV,2061.0
Alhambra Medical University,CA,43.0
Central Yeshiva Beth Joseph,NY,20.0
Garden State Science and Technology Institute,NJ,83.0
Barber Tech Academy,SC,72.0
Abraham Lincoln University,CA,63.0
Med Academy,FL,175.0
Huntington University of Health Sciences,TN,56.0
Sonoran Desert Institute,AZ,3009.0
Yeshivas Maharit D'Satmar,NY,113.0
Natural Images Beauty College,TX,39.0
Textures Institute of Cosmetology,IN,25.0
Learning Bridge Career Institute,LA,41.0
PiBerry Institute,FL,71.0
Ea La Mar's Cosmetology & Barber College,MO,28.0
Regina Webb Academy,KY,19.0
DeHart Technical School,CA,75.0
Medical Career & Technical College,KY,190.0
Center for Neurosomatic Studies,FL,19.0
Focus Personal Training Institute,NY,83.0
Hair Academy School of Barbering & Beauty,DE,25.0
Fosbre Academy of Hair Design,WA,95.0
National Personal Training Institute,FL,34.0
Mission Beauty Institute,TX,74.0
Elim Bible Institute and College,NY,107.0
Beth Medrash of Asbury Park,NJ,54.0
Hope College of Arts and Sciences,FL,197.0
Yeshiva Gedolah Shaarei Shmuel,NJ,99.0
Premier Barber Institute,PA,51.0
International Beauty Education Center,WA,83.0
Claremont Lincoln University,CA,
Phipps Academy of Barbering,IL,37.0
Hoss Lee Academy,CA,124.0
Indiana Wellness College,IN,145.0
Kenny's Academy of Barbering,IN,104.0
Seattle Film Institute,WA,86.0
Arkansas Colleges of Health Education,AR,
Burrell College of Osteopathic Medicine,NM,
California College of Music,CA,10.0
California Health Sciences University,CA,
Christian Culinary Academy,OR,13.0
Glitz School of Cosmetology,NM,181.0
Indiana Wesleyan University-National & Global,IN,5668.0
Northeast Lakeview College,TX,5463.0
Paul Mitchell the School-Jessup,MD,131.0
John Patrick University of Health and Applied Sciences,IN,108.0
University of Saint Katherine,CA,242.0
Teachers College of San Joaquin,CA,694.0
Totally Cosmo School of Modern Cosmetology,OK,11.0
U.S. Truck Driver Training School,MI,170.0
University of the People,CA,12446.0
South Dade Technical College-South Dade Skills Center Campus,FL,132.0
Wongu University of Oriental Medicine,NV,
Alabama School of Nail Technology & Cosmetology,AL,30.0
Tulsa Technology Center,OK,1183.0
Ross Medical Education Center-Elyria,OH,60.0
Ross Medical Education Center-Lafayette,IN,58.0
Ross Medical Education Center-Midland,MI,63.0
Paul Mitchell the School-Clear Lake,TX,160.0
Paul Mitchell the School-Nampa,ID,123.0
Academy of Beauty Professionals,WI,28.0
Academy of Beauty Professionals,WI,45.0
Academy of Beauty Professionals,WI,63.0
Kenneth Shuler School of Cosmetology-Goose Creek,SC,170.0
Clovis Community College,CA,6006.0
Boca Beauty Academy-Parkland,FL,131.0
American Beauty Academy-West Valley Campus,UT,55.0
Caribbean Aviation Training Institute Inc,PR,217.0
The College of Health Care Professions-McAllen Campus,TX,609.0
Institute of Buddhist Studies,CA,
Chamberlain University-North Carolina,NC,251.0
Chamberlain University-California,CA,437.0
Spartan College of Aeronautics and Technology,CA,199.0
Purdue University Global,IN,32213.0
Pima Medical Institute-Dillon,MT,50.0
Arthur's Beauty College,AR,67.0
West Coast University-Center for Graduate Studies,CA,
Carolina University,NC,471.0
National Personal Training Institute-Tampa,FL,18.0
Presbyterian Theological Seminary in America,CA,41.0
HCI College,FL,238.0
Southern States University,CA,88.0
America Evangelical University,CA,43.0
Gadsden Technical College,FL,13.0
Virginia University of Integrative Medicine,VA,
Nashville Film Institute,TN,38.0
Los Angeles Academy of Figurative Art,CA,8.0
Westcliff University,CA,1299.0
World Class Academy of Beauty Careers,FL,28.0
Allied Health Careers Institute,TN,89.0
Sacramento Ultrasound Institute,CA,101.0
Regan Career Institute,CA,48.0
Bolivar Technical College,MO,134.0
Baldy View Regional Occupational Program,CA,21.0
MAK Beauty Institute,GA,26.0
Reformed University,GA,234.0
Mobile Technical Training,NJ,25.0
American Barber and Beauty Academy,PA,120.0
Master's Barber & Styling College,TN,9.0
Yeshiva Shaar Ephraim,NY,119.0
California Institute of Arts & Technology,CA,618.0
Elite Cosmetology Barber & Spa Academy,WA,152.0
Cutting Edge Academy,NJ,86.0
Yeshiva Bais Aharon,NJ,18.0
Mechon L'hoyroa,NY,67.0
My Beauty & Barber College,CA,106.0
Elyon College,NY,53.0
Western Michigan University Homer Stryker M.D. School of Medicine,MI,
Harmony Health Care Institute,NH,126.0
American Beauty Schools,FL,68.0
Hogan Institute of Cosmetology and Esthetics,GA,125.0
J's Barber College,LA,20.0
Ann Webb Skin Institute,TX,185.0
Apex Academy Hair Skin Nails School of Cosmetology,OH,37.0
The Esthetic Institute,VA,107.0
Kor Beauty Academy,AZ,58.0
EduMed Partners,TN,104.0
Massage Institute of Memphis,TN,26.0
Metro Detroit Barber College,MI,45.0
Digital Media Institute,LA,34.0
Yeshiva Ohr Naftoli,NY,36.0
Bais Medrash Mayan Hatorah,NJ,35.0
Allgood Beauty Institute,TX,29.0
Ray J's College of Hair,LA,32.0
Delta Designs Cosmetology School,AR,23.0
Gwinnett Institute,FL,455.0
Kansas City University,MO,
Manuel and Theresa's School of Hair Design,TX,5.0
Cincinnati School of Barbering & Hair Design,OH,55.0
L Makeup Institute,NV,80.0
Peloton College,TX,144.0
Northern Technical College,AR,25.0
Maine Media College,ME,2.0
Purdue University Northwest,IN,6396.0
Ross Medical Education Center - Kalamazoo,MI,91.0
Ross College-Canton,OH,293.0
Ross College-Grand Rapids North,MI,263.0
American Institute-Somerset,NJ,411.0
Platt College-Anaheim,CA,430.0
Advantage Career Institute,NJ,159.0
Bull City Durham Beauty and Barber College,NC,10.0
Fortis College-Cutler Bay,FL,379.0
Yeshiva Kollel Tifereth Elizer,NY,208.0
Strand Institute of Beauty & Esthetics,TX,70.0
Arkansas Welding Academy,AR,15.0
Unitech Training Academy-Baton Rouge,LA,59.0
Empire Beauty School-Tampa,FL,70.0
Empire Beauty School-Lakeland,FL,102.0
Galen College of Nursing-ARH,KY,525.0
The Chicago School of Professional Psychology at San Diego,CA,2.0
Commercial Divers International,AZ,52.0
Tricoci University of Beauty Culture-Janesville,WI,96.0
Unlimited Cosmetology School,MS,32.0
Johnny Matthew's Hairdressing Training School,OR,61.0
The Culinary School of Fort Worth,TX,103.0
Centralia Beauty College,WA,41.0
University of Wisconsin-Milwaukee Flex,WI,630.0
University of Wisconsin-Parkside Flex,WI,131.0
Miller-Motte College-Edge Tech Academy,TX,90.0
Bnos Zion Of Bobov Seminary,NY,161.0
ABC Adult School,CA,125.0
Polytech Adult Education,DE,526.0
California Institute of Medical Science,CA,66.0
Union Bible College,IN,72.0
Pets Playground Grooming School,FL,17.0
San Bernardino Beauty College,CA,104.0
Christina and Company Education Center,IN,22.0
Institute of Medical Ultrasound,GA,32.0
Mystros Barber Academy,TX,31.0
European Medical School of Massage,PA,33.0
Yeshiva Gedolah Tiferes Boruch,NJ,74.0
Yeshiva Chemdas Hatorah,NJ,85.0
Women's Institute of Torah Seminary and College,MD,141.0
Yeshiva Gedolah Keren Hatorah,NJ,169.0
ICOHS College,CA,81.0
Neo-Esthetique European Institute,PR,164.0
Lehigh Valley Barber School,PA,34.0
International Barber College,AZ,37.0
Brown Beauty Barber School,AL,48.0
Rexburg College of Massage Therapy,ID,56.0
Yeshiva Gedolah of Cliffwood,NJ,63.0
Goshen School of Cosmetology,MS,26.0
IBS School of Cosmetology and Massage,HI,56.0
UR Beauty & Barber Academy,FL,19.0
Urban Barber College,CA,101.0
Yeshivas Emek Hatorah,NJ,98.0
Transitions Career Institute School of Nursing,NY,137.0
Wilton Simpson Technical College,FL,68.0
Stacey James Institute,CO,108.0
Meridian University,CA,
Seminary Bnos Chaim,NJ,225.0
Avenue Academy A Cosmetology Institute,NM,92.0
Salon Professional Academy of San Antonio,TX,90.0
Red Lake Nation College,MN,136.0
Princess Institute of Beauty,CA,47.0
Vogue International Academy,TX,17.0
Independent Training & Apprenticeship Program,CA,95.0
Victory Career College,CA,92.0
Winonah's International School of Cosmetology,AL,118.0
Yeshiva Gedola Tiferes Yerachmiel,NJ,167.0
Southeastern Esthetics Institute,SC,289.0
Installer Institute,FL,33.0
Caris College,IN,126.0
Contra Costa Medical Career College,CA,879.0
Anousheh School of Hair,NY,21.0
Another Level Barbering and Cosmetology School,VA,45.0
The Salon Professional Academy-Georgetown,TX,45.0
Elite Academy of Hair Design,OH,70.0
Amslee Institute,FL,32.0
Champion Christian College,AR,91.0
Chicago Professional Center,IL,127.0
D&S School of Cosmetology,MI,9.0
DSDT,MI,131.0
Houston School of Carpentry,TX,94.0
Reiss-Davis Graduate School,CA,
GoodFellas Barber College,AR,7.0
Escondido Adult School,CA,122.0
Poway Adult School,CA,111.0
Vista Adult School,CA,212.0
The Salon Professional Academy-Delray Beach,FL,47.0
Lynnes Welding Training-Bismarck,ND,16.0
No Grease Barber School,NC,13.0
Pima Medical Institute-San Marcos,CA,537.0
EDP University of Puerto Rico-Villalba,PR,168.0
Chicago School of Professional Psychology at Dallas,TX,
American Massage & Bodywork Institute,VA,89.0
KCK Beauty & Barber Academy,FL,43.0
California College of Barbering and Cosmetology,CA,282.0
Texas Tech University Health Sciences Center-El Paso,TX,266.0
Ponce Health Sciences University-Centro Universitario de San Juan,PR,
The College of Health Care Professions-South San Antonio,TX,409.0
Innovate Salon Academy,NJ,127.0
Chamberlain University-Louisiana,LA,311.0
Drury University-College of Continuing Professional Studies,MO,791.0
Global Medical & Technical Training Institute,FL,134.0
Salon Success Academy-West Covina,CA,90.0
Indiana Institute of Technology-College of Professional Studies,IN,3078.0
Advantage Technical College,PR,454.0
Institute of Culinary Education,CA,351.0
Universal Technical Institute-Bloomfield,NJ,1067.0
Gould's Academy,TN,148.0
Urban Academy of Beauty,NM,16.0
WellSpring School of Allied Health-Springfield,MO,76.0
Medical Career College of Northern California,CA,10.0
Premiere International College,FL,17.0
American Fitness and Nutrition Academy,CA,25.0
San Diego Global Knowledge University,CA,151.0
Global Tech College,OH,46.0
Crown Cutz Academy Bristol,VA,48.0
MCI,TX,137.0
Central Pennsylvania Diesel Institute,PA,17.0
Bellasa Professional Institute,FL,85.0
PMCA Pittsburgh Multicultural Cosmetology Academy,PA,12.0
Health and Technology Training Institute,PA,44.0
Yeshiva of Ocean,NY,36.0
Congregation Talmidei Mesivta Tiferes Shmiel Aleksander,NY,176.0
Young Americans College of the Performing Arts,CA,30.0
Pro Beauty Academy,NJ,149.0
South Eastern Beauty Academy,KY,61.0
Ohel Margulia Seminary,NY,229.0
Montana Barber Institute,TX,17.0
Yeshivat Hechal Shemuel,NY,62.0
Professional University Dr. Carlos J. Borrero Rios,PR,
American Institute of Healthcare & Technology,CT,97.0
Premier Academy of Cosmetology,OK,38.0
Yeshiva Gedolah of Woodlake Village,NJ,90.0
Yeshiva Gedola Tiferes Yaakov Yitzchok,NJ,60.0
University of Arkansas System eVersity,AR,668.0
Careers Institute of America,TX,10.0
Houston Barber School,TX,210.0
Health-Tech Institute of Memphis,TN,15.0
MIXED Institute of Cosmetology & Barber,CA,108.0
Vski Cosmetology School,SC,24.0
Shear Perfection Academy of Cosmetology,TN,136.0
New York Seminary,NY,107.0
Deluxe Barber College,TX,84.0
Falcon Institute of Health and Science,PA,121.0
College Unbound,RI,178.0
Midwest Barber College,KS,37.0
A Better U Beauty Barber Academy,NM,53.0
SANS Technology Institute,MD,147.0
Tuana European Beauty Academy,CO,6.0
Idaho College of Osteopathic Medicine,ID,
Southern Careers Institute-Waco,TX,247.0
Elevate Salon Institute,NC,86.0
Ponce Health Sciences University-St Louis,MO,
Lil Lou's Beauty and Barber College-Hammond,IN,21.0
Arizona College of Nursing-Dallas,TX,225.0
The Salon Professional Academy-Washington DC,DC,29.0
Valley College-Cleveland,OH,351.0
National American University-Kings Bay,GA,33.0
EDP University of Puerto Rico-Humacao,PR,253.0
EDP University of Puerto Rico-Manati,PR,311.0
UEI College-Sacramento,CA,947.0
Fortis Institute-Cookeville,TN,303.0
Derech Hachaim Seminary,NY,330.0
Evvaylois Academy School of Beauty,TX,11.0
Avenue Five Institute-South Austin Campus,TX,96.0
Glasgow Caledonian New York College,NY,
Pima Medical Institute-San Antonio,TX,303.0
Faith Theological Seminary and Christian College,FL,60.0
The Southwestern Baptist Theological Seminary,TX,251.0
Lotus Professional College,VA,89.0
Christ Mission College,TX,44.0
Esteem Academy of Beauty,UT,28.0
KC Beauty Academy,CA,35.0
Urshan College,MO,442.0
Texas Healthtech Institute,TX,70.0
Xtylo Beauty College,AZ,59.0
Tonsorial Arts Barber College,TX,35.0
Michael's Barber & Hair Stylist Academy,TX,49.0
Yeshiva Yesoda Hatorah Vetz Chaim,NY,169.0
North-West College-San Diego,CA,167.0
West Virginia Junior College-United Career Institute,PA,65.0
Aviation Institute of Maintenance-Charlotte,NC,180.0
Ponce Health Sciences University-East,PR,47.0
Fortis College-Landover,MD,603.0
Stautzenberger College-Rockford Career College,IL,497.0
WellSpring School of Allied Health-Wichita,KS,82.0
Access Careers-Islandia,NY,131.0
California Arts University,CA,0.0
Northern Pennsylvania Regional College,PA,58.0
American Medical Institute Inc.,TX,49.0
Apex College of Veterinary Technology,CO,1.0
Meryma'at Barber College,OH,46.0
Western Maricopa Education Center,AZ,243.0
Bais Medrash of Dexter Park,NY,61.0
Makana Esthetics Wellness Academy,HI,50.0
Oak Valley College,CA,50.0
Paul Mitchell the School-San Jose,CA,25.0
Zion Massage College,UT,53.0
Great Lakes Boat Building School,MI,17.0
Austin Career Institute,TX,127.0
Professional Culinary Academy,NY,6.0
Pacific Northwest Christian College,WA,21.0
Royal Learning Institute,NY,29.0
Hollywood Cultural College,CA,26.0
Mariano Moreno Culinary Institute,FL,187.0
Alder Graduate School of Education,CA,
Webb's Barber School of Arts,GA,19.0
Adrian H. Wallace Barber Academy,FL,10.0
St. Louis Med Tech,MO,6.0
Total Beauty Institute,FL,17.0
Pearlands Innovative School of Beauty,TX,23.0
Durant Institute of Hair Design,OK,47.0
Premiere Aesthetics Institute,OR,37.0
California Indian Nations College,CA,23.0
Indian Bible College,AZ,23.0
Florida Professional Institute,FL,39.0
The Professional Cosmetology Academy,TX,94.0
Hackensack Meridian School of Medicine,NJ,
Taylor Andrews Academy of Hair Design-Hair Lab Detroit Barber School,MI,48.0
Paul Mitchell the School-North Tahoe,CA,32.0
Paul Mitchell the School-Fort Lauderdale,FL,72.0
PCI Academy-Iowa City,IA,92.0
Larry's Barber College,IL,41.0
Royal Learning Institute,NY,27.0
Paul Mitchell the School-Provo,UT,116.0
Arizona College of Nursing-Tampa,FL,227.0
Arizona College of Nursing-Fort Lauderdale,FL,244.0
Arizona College of Nursing-Tucson,AZ,503.0
Arizona College of Nursing-Phoenix,AZ,418.0
Empire Beauty School-Newport News,VA,72.0
Tricoci University of Beauty Culture-Normal,IL,77.0
The Pennsylvania State University,PA,72229.0
Elite Welding Academy,TX,39.0
Paul Mitchell the School-Murfreesboro-Nashville,TN,235.0
Dorsey College-Woodhaven,MI,121.0
Pathways College,CA,9.0
San Joaquin Valley College-Madera,CA,65.0
San Joaquin Valley College-Delano,CA,85.0
San Joaquin Valley College-Atascadero,CA,35.0
San Joaquin Valley College-Rancho Mirage,CA,143.0
San Joaquin Valley College-Santa Maria,CA,124.0
Advantage Technical College-Aguadilla,PR,302.0
San Joaquin Valley College-Porterville,CA,67.0
California University of Science and Medicine,CA,
Ruben's Five Star Academy,FL,18.0
Mason Anthony School of Cosmetology Arts & Sciences,OH,91.0
California Institute of Arts & Technology-National City,CA,121.0
Triangle Tech-Chambersburg,PA,57.0
Provo College-Idaho Falls Campus,ID,105.0
Miller-Motte College-Chattanooga 2,TN,6.0
Eagle Gate College-Boise Campus,ID,148.0
Elite Welding Academy South Point,OH,10.0
Agape College of Business and Science,CA,22.0
Daybreak University,CA,
Motion Picture Institute,MI,80.0
United College of Health and Beauty,CO,17.0
Zen Shiatsu Chicago,IL,38.0
The  Salon Professional Academy of Holland,MI,63.0
Turing School of Software & Design,CO,243.0
National Institute for Medical Assistant Advancement (NIMAA),CO,76.0
California Northstate University,CA,191.0
Antigua College International,FL,143.0
Burlington County Institute of Technology-Adult Education,NJ,278.0
Sri Sai Krish Institute,CA,46.0
Riggins Urban Barber College,CA,29.0
Hair Arts Institute,OK,35.0
Florida Academy of Nursing,FL,239.0
Body Wisdom Massage Therapy School,IA,42.0
Lakewood University,OH,105.0
CTK Healthcare & Career Institute,TX,65.0
Aesthetics Institute,MO,33.0
Sierra Academy of Style,NV,38.0
Jolie Hair Academy,VA,5.0
Institute of Allied Healthcare,TX,65.0
Branford Academy of Hair & Cosmetology-Bridgeport,CT,13.0
United Education Institute-Las Vegas,NV,955.0
UEI College-Mesa,AZ,361.0
Larry's Barber College-Joliet,IL,18.0
Herzing University-Tampa,FL,68.0
Galen Health Institutes-Miami Campus,FL,219.0
Remington College-Knoxville,TN,252.0
Abilene Christian University-Undergraduate Online,TX,415.0
Madera Community College,CA,3280.0
Ogle School Hair Skin Nails-Willowbrook,TX,395.0
Galen Health Institutes-Austin Campus,TX,68.0
Galen Health Institutes-Nashville Campus,TN,0.0
Ohio Business College-Dayton-Driving Academy,OH,66.0
The Rapha School,PA,12.0
Academy of Allied Health Careers,TN,76.0
Mei Barber School,TX,47.0
Great Northern University,WA,25.0
Salon Professional Academy-Elevate Salon Institute,FL,23.0
Arizona College of Nursing-Salt Lake City,UT,186.0
Arizona College-Glendale,AZ,504.0
Universal Technical Institute-West Texas,TX,0.0
Avalon Institute-Las Vegas,NV,170.0
Medspa Academies-National Institute of Modern Aesthetics,NV,97.0
American Institute-Cherry Hill,NJ,83.0
Glendale Career College-North-West College-Bakersfield,CA,36.0
Troy University-Phenix City Campus,AL,
Troy University-Montgomery Campus,AL,
Troy University-Dothan Campus,AL,
Troy University-Online,AL,
Troy University-Support Sites,GA,
Arizona State University-West,AZ,
Arizona State University-Polytechnic,AZ,
Arizona State University-Downtown Phoenix,AZ,
Arizona State University - Tucson,AZ,
Arizona State University - Lake Havasu,AZ,
Arizona State University - The Gila Valley,AZ,
Arizona State University - Yuma,AZ,
Arizona State University - Pinal,AZ,
Arizona State University - Cochise,AZ,
Arizona State University - Yavapai,AZ,
Arizona State University - Pima,AZ,
Arizona State University - Washington D.C.,DC,
Arkansas College of Barbering and Hair Design,AR,
Harding School of Theology,TN,
Career Academy of Hair Design-Siloam Springs,AR,
Career Academy of Hair Design-Rogers,AR,
Career Academy of Hair Design-Fayetteville,AR,
Career Academy of Hair Design - Fort Smith,AR,
University of Arkansas Community College at Hope - Texarkana,AR,
Alliant International University-Fresno,CA,
Alliant International University-Los Angeles,CA,
Alliant International University-San Francisco,CA,
Alliant International University-Irvine,CA,
Alliant International University-Sacramento,CA,
Flashpoint Chicago A Campus of Columbia College Hollywood,IL,
San Jose Campus,CA,
Golden Gate University-Seattle,WA,
Golden Gate University-Silicon Valley,CA,
Humphreys College-Modesto,CA,
TONI&GUY Hairdressing Academy - Costa Mesa,CA,
IDEA at ATEP,CA,
Life Pacific University-Virginia,VA,
MiraCosta College - San Elijo Campus,CA,
Mount Saint Mary's University - Doheny Campus,CA,
San Diego State University-Imperial Valley Campus,CA,
San Joaquin General Hospital School of Radiation Technology,CA,
Jesuit School of Theology of Santa Clara University,CA,
Thomas Aquinas College - New England,MA,
Victor Valley Community College - Aviation Technology,CA,
Wright Institute (The) -,CA,
Colorado Technical University-Denver South,CO,
Denver Seminary - Washington DC,MD,
Otero College - La Junta High School,CO,
Three Rivers Community College - Corrigan-Radgowski Correctional Center,CT,
Three Rivers Community College - York Correctional Institution,CT,
Porter and Chester Institute of Rocky Hill,CT,
Porter and Chester Institute of Enfield,CT,
Porter and Chester Institute of Waterbury,CT,
Porter and Chester Institute of Worcester,MA,
Porter and Chester Institute - New London,CT,
Porter and Chester Institute - Brockton,MA,
Porter and Chester Institute - Chicopee,MA,
Delaware Technical Community College-Owens,DE,
Delaware Technical Community College-Stanton/Wilmington,DE,
Barry University Law School,FL,
Keiser University-Melbourne,FL,
Keiser University-Tallahassee,FL,
Keiser University-Daytona,FL,
Keiser University-Lakeland,FL,
Keiser University- Miami,FL,
Keiser University-Orlando,FL,
Keiser University-Sarasota,FL,
Keiser University-Jacksonville,FL,
Keiser University-Tampa,FL,
Keiser University-Pembroke Pines,FL,
Keiser University-Port St Lucie,FL,
Keiser University-West Palm Beach,FL,
Keiser University-Ft Myers,FL,
Keiser University -  Clearwater,FL,
Keiser University - New Port Richey,FL,
Keiser University - Residential (Flagship),FL,
Maynard A. Traviss Technical College - Central Florida Aerospace Academy,FL,
Miami Lakes Educational Center and Technical College -,FL,
Rasmussen University-Central Pasco,FL,
Rasmussen University-Fort Myers,FL,
Rasmussen University-Tampa/Brandon,FL,
Rasmussen University - Orlando,FL,
East Georgia State College - Statesboro,GA,
East Georgia State College - Augusta,GA,
Moody Theological Seminary and Graduate School--Michigan,MI,
Moody Bible Institute - Spokane,WA,
Triton College - Intl Union of Operating Engr Local 399 Trning Fac.,IL,
PJ's College of Cosmetology- Brownsburg,IN,
PJ's College of Cosmetology- Jeffersonville,IN,
Ivy Tech Community College-South Bend/Elkhart,IN,
Ivy Tech Community College-Columbus,IN,
Ivy Tech Community College-Muncie,IN,
Ivy Tech Community College-Kokomo,IN,
Ivy Tech Community College-Lafayette,IN,
Ivy Tech Community College-Fort Wayne,IN,
Ivy Tech Community College-Sellersburg,IN,
Ivy Tech Community College-Evansville,IN,
Ivy Tech Community College-Terre Haute,IN,
Ivy Tech Community College-Richmond,IN,
Ivy Tech Community College-Lake County,IN,
Ivy Tech Community College-Madison,IN,
Ivy Tech Community College-Bloomington,IN,
